ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCSTRPO23N000003080,장소,문화시설,17677222,SIGT세종영재교육연구소,,,90802,일반서점,1.17E+18,서울특별시,서초구,서초동,,1334-1,1165010800,1165052000,1.17E+11,서운로,79,127.0269751,37.49063677,다사581435,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002230,장소,문화시설,15675325,THEBOOKS,,,90802,일반서점,4.14E+18,경기도,남양주시,와부읍,덕소리,476-3,4136025021,4136025000,4.14E+11,덕소로97번길,9,127.2132942,37.58615171,다사746541,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003475,장소,문화시설,18479587,TOP서점,,,90800,N,4.15E+18,경기도,파주시,동패동,,1695-2,4148011300,4148059000,4.15E+11,청석로,272,126.7175265,37.72606431,다사310698,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000005054,장소,문화시설,19499679,VIVALDIBOOKS,롯데마트서산점,,90802,일반서점,4.42E+18,충청남도,서산시,예천동,,508-10,4421010900,4421055000,4.42E+11,충의로,27,126.4383091,36.7737666,다바052644,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000755,장소,문화시설,14181685,YCP북클럽,,,90802,일반서점,4.51E+18,전라북도,군산시,중앙로2가,,111-4,4513012100,4513060500,4.51E+11,중앙로,110,126.7170169,35.98336383,다마294765,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000978,장소,문화시설,14199735,YD서적,,,90802,일반서점,1.16E+18,서울특별시,관악구,신림동,,1565-7,1162010200,1162076500,,,,126.9163656,37.47800787,다사483422,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003754,장소,문화시설,19497745,YES24중고서점,,,90802,일반서점,1.16E+18,서울특별시,영등포구,대림동,,783-11,1156013300,1156072000,1.16E+11,도신로4길,19,126.8963133,37.50187982,다사466449,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002615,장소,문화시설,16666803,가가77페이지,,,90802,일반서점,1.11E+18,서울특별시,중구,을지로6가,,17-48,1114014800,1114059000,1.11E+11,청계천로,274,127.0082428,37.56943492,다사565523,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002270,장소,문화시설,15727911,가가북,,,90802,일반서점,4.15E+18,경기도,파주시,금촌동,,395-2,4148010100,4148053000,4.15E+11,새말9길,38,126.7736527,37.7688745,다사360746,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004474,장소,문화시설,19498956,가가책방,,,90802,일반서점,1.17E+18,서울특별시,강동구,천호동,,163-34,1174010900,1174062000,1.17E+11,진황도로31길,6,127.1336086,37.53789549,다사676487,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004120,장소,문화시설,19498233,가고파북샵,,,90802,일반서점,2.92E+18,광주광역시,북구,운암동,,1045-4,2917010900,2917060100,2.92E+11,북문대로,127,126.8738926,35.18040683,다라429874,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002805,장소,문화시설,17156786,가고파서적,,,90802,일반서점,4.11E+18,경기도,수원시 장안구,정자동,,74-44,4111113000,4111157200,4.11E+11,장안로89번길,43,127.000028,37.29108142,다사556214,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003926,장소,문화시설,19498010,가까운책방,,,90802,일반서점,4.78E+18,경상북도,청도군,화양읍,범곡리,153-1,4782025027,4782025000,4.78E+11,청화3길,02월 01일,128.7347024,35.64832694,마마117398,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002131,장소,문화시설,15558307,가나기독교백화점,,,90802,일반서점,3.11E+18,울산광역시,남구,신정동,,1218-13,3114010400,3114052000,3.11E+11,봉월로,2,129.3078978,35.53289812,마마639278,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002257,장소,문화시설,15701121,가나서점,,,90802,일반서점,3.12E+18,울산광역시,북구,연암동,,381-7,3120012200,3120056000,3.12E+11,상방로,177,129.3640075,35.58196996,마마688333,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000413,장소,문화시설,13782854,가나안광고서점,,,90802,일반서점,4.69E+18,전라남도,함평군,함평읍,기각리,863-2,4686025022,4686025000,4.69E+11,중앙길,159,126.5189804,35.0649203,다라105748,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001703,장소,문화시설,15020412,가나안서점,,,90802,일반서점,2.82E+18,인천광역시,계양구,작전동,,444-2,2824510300,2824562200,2.82E+11,효서로,226,126.7210393,37.52766836,다사311478,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002178,장소,문화시설,15611312,가덕서점,,,90802,일반서점,4.12E+18,경기도,의정부시,용현동,,526-2,4115010500,4115057300,4.12E+11,충의로,139,127.084432,37.74395688,다사633716,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001145,장소,문화시설,14389341,가라사대서점,,,90802,일반서점,4.68E+18,전라남도,해남군,해남읍,해리,599-16,4682025021,4682025000,4.68E+11,중앙1로,100,126.6017892,34.57149236,다라176200,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002985,장소,문화시설,17523790,가람북,,,90802,일반서점,4.71E+18,경상북도,포항시 남구,이동,,644-5,4711111700,4711159000,4.71E+11,대이로,191,129.3382026,36.03187252,마마656832,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000640,장소,문화시설,14171431,가람서점,,,90802,일반서점,2.82E+18,인천광역시,계양구,작전동,,853-31,2824510300,2824562200,2.82E+11,계양대로,101,126.7222506,37.53289447,다사312484,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002277,장소,문화시설,15739391,가망불망서점,,,90802,일반서점,4.12E+18,경기도,평택시,합정동,,741-8,4122011700,4122059000,4.12E+11,중앙로,110,127.0951755,36.99297526,다바639883,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004136,장소,문화시설,19498249,가본의학서적,,,90802,일반서점,2.91E+18,광주광역시,동구,동명동,,200-88,2911010800,2911054500,2.91E+11,동계로,1,126.9239474,35.15202181,다라475842,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004320,장소,문화시설,19498781,가볼책방,동서울점,,90802,일반서점,1.12E+18,서울특별시,광진구,구의동,,546-1,1121510300,1121587000,1.12E+11,강변역로,50,127.0940949,37.53440954,다사641484,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000119,장소,문화시설,115775,가야서점,,,90802,일반서점,4.37E+18,충청북도,영동군,영동읍,계산리,682-6,4374025021,4374025000,4.37E+11,계산로,02월 16일,127.7789591,36.17435239,라마250975,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003812,장소,문화시설,19497814,가오서점,,,90802,일반서점,4.14E+18,경기도,시흥시,거모동,,1728-4,4139012700,4139058100,4.14E+11,군자로,472-1,126.7829086,37.34741268,다사364278,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001952,장소,문화시설,15307389,가온서점,,,90802,일반서점,5.01E+18,제주특별자치도,제주시,노형동,,906-5,5011012200,5011066000,5.01E+11,도령로,54,126.4845993,33.48869047,다다056001,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001268,장소,문화시설,14513608,가을문고,,,90802,일반서점,4.72E+18,경상북도,구미시,옥계동,,555-4,4719012800,4719069000,4.72E+11,흥안로,14,128.4171465,36.14714767,라마825948,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000005179,장소,문화시설,19499886,가을책방,,,90802,일반서점,4.41E+18,충청남도,천안시 서북구,쌍용동,,479-4,4413310700,4413354000,4.41E+11,월봉5길,25,127.1157095,36.79171863,다바657660,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004472,장소,문화시설,19498954,가일서가,,,90802,일반서점,1.13E+18,서울특별시,성북구,동소문동4가,,278-2,1129010700,1129052500,1.13E+11,동소문로13길,Feb-39,127.0116035,37.59351859,다사568550,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000435,장소,문화시설,13806366,가자북,,,90802,일반서점,4.41E+18,충청남도,천안시 동남구,봉명동,,215-10,4413111300,4413155000,4.41E+11,봉명2길,1,127.1353927,36.80439971,다바674674,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003366,장소,문화시설,18178928,가자북아동도서,,,90802,일반서점,3.11E+18,울산광역시,남구,선암동,,567-8,3114010900,3114064000,3.11E+11,두왕로78번길,05월 07일,129.3093042,35.51055794,마마640253,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000005270,장소,문화시설,19500006,가좌서점,,,90802,일반서점,5.11E+18,강원특별자치도,춘천시,동면,장학리,산36-4,5111031023,5111031000,,,,127.7555912,37.89538808,라사224884,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004724,장소,문화시설,19499242,가톨릭상지대학교구내서점,,,90802,일반서점,4.51E+18,전라북도,전주시 완산구,효자동1가,,201-65,4511114000,4511171100,4.51E+11,효동2길,12월 14일,127.1264504,35.80521477,다마662565,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001302,장소,문화시설,14553349,가톨릭서원,,,90802,일반서점,4.51E+18,전라북도,전주시 완산구,효자동2가,,1313-3,4511114100,4511171400,4.51E+11,용호로,73,127.0975401,35.80960817,다마636570,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000982,장소,문화시설,14199927,가톨릭신문,,,90802,일반서점,1.16E+18,서울특별시,관악구,남현동,,602-39,1162010300,1162063000,1.16E+11,승방4길,29,126.9804338,37.47504693,다사540418,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002627,장소,문화시설,16708014,가톨릭출판사,,,90802,일반서점,4.51E+18,전라북도,군산시,수송동,,860-2,4513014100,4513069000,4.51E+11,수송안6길,9,126.7176128,35.96335038,다마294743,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001446,장소,문화시설,14736682,간석서점,,,90802,일반서점,3.11E+18,울산광역시,남구,삼산동,,1509-8,3114010600,3114057000,3.11E+11,왕생로144번길,24,129.3307959,35.54648962,마마659293,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002607,장소,문화시설,16657605,갈릴리기독서점,,,90802,일반서점,1.12E+18,서울특별시,동대문구,이문동,,341-27,1123011000,1123074000,1.12E+11,이문로,57,127.0574459,37.59263066,다사609548,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002617,장소,문화시설,16670736,갈매책방북적북적,,,90802,일반서점,1.12E+18,서울특별시,광진구,구의동,,250-4,1121510300,1121585000,1.12E+11,광나루로36길,76,127.0854504,37.54165967,다사633492,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000733,장소,문화시설,14181257,갈산문고,,,90802,일반서점,4.72E+18,경상북도,구미시,봉곡동,,387-4,4719010400,4719056500,4.72E+11,봉곡남로,124,128.3152896,36.15044112,라마733951,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000005214,장소,문화시설,19499936,감성인간서점,,,90802,일반서점,4.13E+18,경기도,안산시 상록구,사동,,1551-3,4127110300,4127152500,4.13E+11,용신로,201,126.8447383,37.30365169,다사419229,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000886,장소,문화시설,14190606,감천서점,,,90802,일반서점,4.82E+18,경상남도,진주시,금산면,장사리,965-1,4817041027,4817041000,4.82E+11,중천로,82,128.1461928,35.21563192,라라588913,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000714,장소,문화시설,14179456,갑을문고,,,90802,일반서점,4.31E+18,충청북도,청주시 서원구,모충동,,307-7,4311210300,4311254000,4.31E+11,무심서로,383,127.4848387,36.62681586,다바986476,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000766,장소,문화시설,14181715,강남문고,,,90802,일반서점,2.72E+18,대구광역시,북구,서변동,,1742-4,2723011500,2723069500,2.72E+11,서변로,73,128.5964706,35.92231732,라마989700,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000724,장소,문화시설,14180420,강남서적,,,90802,일반서점,4.73E+18,경상북도,상주시,남성동,,119-2,4725010700,4725052000,4.73E+11,상산로,245,128.1593714,36.41278139,라바591241,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000451,장소,문화시설,13817880,강남서점,,,90802,일반서점,4.79E+18,경상북도,울진군,후포면,후포리,1036-1,4793038021,4793038000,4.79E+11,후포로,Feb-39,129.4460633,36.67919097,마바738552,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000005009,장소,문화시설,19499581,강다방이야기공장,,,90802,일반서점,2.65E+18,부산광역시,사상구,학장동,,261-2,2653010700,2653067000,2.65E+11,학감대로177번길,53,128.9854813,35.14727297,마라353845,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000129,장소,문화시설,115963,강동도서,,,90802,일반서점,4.61E+18,전라남도,여수시,선원동,,220-12,4613013500,4613080000,4.61E+11,가곡길,64,127.6610401,34.7701677,라라147417,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004152,장소,문화시설,19498267,강동중앙,,,90802,일반서점,3.01E+18,대전광역시,중구,산성동,,119-1,3014011700,3014074000,3.01E+11,보문산로,31,127.3842643,36.30473343,다바896119,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004135,장소,문화시설,19498248,강동카톨릭서원,,,90802,일반서점,2.92E+18,광주광역시,남구,백운동,,584-36,2915510500,2915567000,2.92E+11,백운로34번길,9,126.9086138,35.13733336,다라461826,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002382,장소,문화시설,15868238,강동헌책방,,,90802,일반서점,2.65E+18,부산광역시,연제구,연산동,,491-12,2647010200,2647073000,2.65E+11,과정로,108,129.1073668,35.18105709,마라463884,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004350,장소,문화시설,19498818,강릉구내서적,,,90802,일반서점,1.15E+18,서울특별시,강서구,화곡동,,1074-33,1150010300,1150054000,1.15E+11,화곡로,162,126.8396796,37.54120106,다사416493,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001928,장소,문화시설,15272596,강북문고,,,90802,일반서점,4.71E+18,경상북도,포항시 북구,학산동,,280-9,4711311200,4711352000,4.71E+11,아호로,24,129.3719029,36.05426116,마마686857,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000186,장소,문화시설,5734194,강북서적,,,90802,일반서점,2.92E+18,광주광역시,북구,삼각동,,782-1,2917011600,2917066600,2.92E+11,설죽로471번길,01월 17일,126.8973363,35.20055582,다라451896,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000878,장소,문화시설,14184001,강서교육산업,,,90802,일반서점,4.61E+18,전라남도,목포시,상동,,983-1,4611015800,4611075800,4.61E+11,신흥로,10월 01일,126.4223696,34.80142317,다라014457,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000909,장소,문화시설,14196223,강서문고,,,90802,일반서점,4.13E+18,경기도,고양시 덕양구,행신동,,757-1,4128112800,4128165000,4.13E+11,충경로,52,126.8353606,37.61522057,다사413575,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001342,장소,문화시설,14625055,강서서점,,,90802,일반서점,3.02E+18,대전광역시,서구,도마동,,25-34,3017010300,3017052000,3.02E+11,도마로7번길,25,127.3709772,36.32365978,다바884140,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001513,장소,문화시설,14812576,강서지도,,,90802,일반서점,2.71E+18,대구광역시,중구,대봉동,,128-8,2711015700,2711068000,2.71E+11,대봉로,200,128.6024909,35.85657996,라마995627,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000364,장소,문화시설,13647307,강아지똥,,,90802,일반서점,3.01E+18,대전광역시,중구,목동,,94-35,3014010300,3014055000,3.01E+11,목동로,21,127.4085276,36.33292344,다바917150,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004803,장소,문화시설,19499334,강원DLS,,,90802,일반서점,4.83E+18,경상남도,양산시,북부동,,361-20,4833010400,4833051000,4.83E+11,장동1길,1,129.039098,35.34405363,마마398064,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004504,장소,문화시설,19498988,강원도민일보,,,90802,일반서점,1.16E+18,서울특별시,관악구,신림동,,238-2,1162010200,1162073500,1.16E+11,신림로,81,126.9403835,37.47043439,다사505413,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001122,장소,문화시설,14284257,강원서점,,,90802,일반서점,1.16E+18,서울특별시,관악구,신림동,,1515-8,1162010200,1162073500,1.16E+11,호암로26길,37,126.9357328,37.47054026,다사501414,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003776,장소,문화시설,19497773,강원일보,,,90802,일반서점,4.12E+18,경기도,광명시,소하동,,1268-7,4121010400,4121065000,4.12E+11,오리로,358,126.8796797,37.43433766,다사451374,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001345,장소,문화시설,14627400,강원잉글리쉬플러스,안양평촌점,,90802,일반서점,4.12E+18,경기도,안양시 동안구,비산동,,554-2,4117310100,4117351000,4.12E+11,관악대로,91,126.9338336,37.39890943,다사498334,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003770,장소,문화시설,19497766,강원책서점,,,90802,일반서점,4.12E+18,경기도,의정부시,민락동,,843-2,4115010600,4115057800,4.12E+11,오목로,217,127.0992859,37.74570893,다사646718,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002867,장소,문화시설,17334658,강인도서,,,90802,일반서점,4.89E+18,경상남도,거창군,거창읍,중앙리,282-33,4888025022,4888025000,4.89E+11,중앙로,120,127.9115345,35.68647789,라마372434,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000005278,장소,문화시설,19500016,같이봄책방,중원주지국,,90802,일반서점,5.11E+18,강원특별자치도,원주시,원동,,264-4,5113010300,5113052000,5.11E+11,다박골길,19,127.9463242,37.3443883,라사395273,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002598,장소,문화시설,16547828,개구리서점,효자점,,90802,일반서점,4.51E+18,전라북도,전주시 완산구,효자동2가,,1317-5,4511114100,4511171400,4.51E+11,호암로,67,127.1021139,35.8091294,다마640570,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000931,장소,문화시설,14197120,개구쟁이서적,,,90802,일반서점,4.83E+18,경상남도,김해시,대성동,,177-5,4825010500,4825055000,4.83E+11,가락로,145,128.8796328,35.23913523,마라255946,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002067,장소,문화시설,15468798,개똥이네,본점,,90802,일반서점,4.51E+18,전라북도,전주시 덕진구,금암동,,532-10,4511310700,4511358000,4.51E+11,금암4길,26,127.137063,35.83913368,다마672603,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001080,장소,문화시설,14208167,개똥철학서점,,,90802,일반서점,4.82E+18,경상남도,진주시,금산면,장사리,951-1,4817041027,4817041000,4.82E+11,금산순환로,9,128.1462131,35.21526411,라라588912,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001766,장소,문화시설,15092483,개정서점,,,90802,일반서점,1.12E+18,서울특별시,동대문구,전농동,,1-171,1123010400,1123057000,1.12E+11,한천로,229,127.0681382,37.58129734,다사618536,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002095,장소,문화시설,15506218,거기서점,,,90802,일반서점,1.17E+18,서울특별시,강남구,대치동,,938-18,1168010600,1168063000,1.17E+11,도곡로,415,127.0559715,37.49754142,다사607443,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000005042,장소,문화시설,19499644,거북이책방,,,90802,일반서점,4.16E+18,경기도,양주시,덕계동,,421-2,4163011600,4163054000,4.16E+11,평화로,1432,127.0463534,37.81865603,다사600799,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003502,장소,문화시설,18514585,거산,,,90800,N,3.01E+18,대전광역시,동구,대동,,196-7,3011011000,3011058500,3.01E+11,대동초등2길,21,127.4464368,36.3261139,다바951143,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001040,장소,문화시설,14205184,거송엔터프라이즈,,,90802,일반서점,4.51E+18,전라북도,군산시,신풍동,,900-7,4513010800,4513055000,4.51E+11,신풍1길,42,126.7007337,35.97943867,다마279761,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004735,장소,문화시설,19499253,거제문고,,,90802,일반서점,4.13E+18,경기도,고양시 덕양구,덕은동,,139-6,4128113100,4128167000,4.13E+11,대터2로,15,126.8751371,37.58993339,다사448546,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001968,장소,문화시설,15332346,건국서점,,,90802,일반서점,4.51E+18,전라북도,전주시 완산구,중화산동2가,,760-4,4511112800,4511167200,4.51E+11,화산천변로,9,127.1159406,35.81985816,다마653582,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000686,장소,문화시설,14176158,건영문고,,,90802,일반서점,4.15E+18,경기도,용인시 수지구,풍덕천동,,709-4,4146510100,4146551000,4.15E+11,풍덕천로139번길,10월 03일,127.0963566,37.32484851,다사642251,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001352,장소,문화시설,14640888,건영서점문구,,,90802,일반서점,5.01E+18,제주특별자치도,제주시,연동,,293-19,5011013700,5011065000,5.01E+11,노연로,131,126.4942754,33.48595523,다나065998,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000005287,장소,문화시설,19500028,걸리버아동도서,,,90802,일반서점,4.68E+18,전라남도,영암군,영암읍,역리,159-8,4683025026,4683025000,4.68E+11,중앙로,Jan-72,126.6994382,34.80235722,다라267456,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002359,장소,문화시설,15845852,검단미래서적,,,90802,일반서점,4.51E+18,전라북도,전주시 완산구,경원동1가,,12월 03일,4511110500,4511153000,4.51E+11,동문길,102,127.1484076,35.81808197,다마682580,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001441,장소,문화시설,14731744,검암서점,,,90802,일반서점,2.82E+18,인천광역시,미추홀구,주안동,,1581-4,2817710500,2817767000,2.82E+11,문화로169번길,118,126.6942033,37.45635436,다사287399,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002501,장소,문화시설,16230948,검은책방흰책방,,,90802,일반서점,4.11E+18,경기도,수원시 팔달구,지동,,472-2,4111513900,4111570000,4.11E+11,세지로,384,127.0274276,37.28442851,다사581207,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004679,장소,문화시설,19499193,검정고시초중고등학교자퇴인터넷동영상강의,,,90802,일반서점,4.68E+18,전라남도,무안군,청계면,도림리,산67-1,4684033023,4684033000,,,,126.434999,34.90839571,다라027575,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004083,장소,문화시설,19498189,검정서적,,,90802,일반서점,2.71E+18,대구광역시,중구,봉산동,,168-20,2711010800,2711056500,2.71E+11,봉산문화1길,14,128.5982291,35.86267281,라마991634,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004948,장소,문화시설,19499506,게으른정원,,,90802,일반서점,4.79E+18,경상북도,칠곡군,왜관읍,왜관리,284-40,4785025021,4785025000,4.79E+11,관문로,33,128.398457,35.98767913,라마809771,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003392,장소,문화시설,18232929,경기대힉교구내서점,,,90802,일반서점,1.16E+18,서울특별시,동작구,사당동,,1038-49,1159010700,1159062000,1.16E+11,동작대로3길,41,126.9791979,37.47867848,다사539422,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000287,장소,문화시설,6327403,경기문고,,,90802,일반서점,1.12E+18,서울특별시,동대문구,장안동,,429-3,1123010600,1123065000,1.12E+11,장한로,51,127.0671442,37.56571416,다사617519,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002283,장소,문화시설,15748004,경기서림,,,90802,일반서점,2.62E+18,부산광역시,동구,좌천동,,777-2,2617010300,2617064500,2.62E+11,정공단로11번가길,02월 21일,129.0520716,35.13421681,마라414832,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004731,장소,문화시설,19499249,경남대학교구내서점,,,90802,일반서점,2.64E+18,부산광역시,사하구,하단동,,502-31,2638010300,2638056200,2.64E+11,하신번영로,326,128.9592197,35.10999157,마라329804,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001475,장소,문화시설,14770694,경남도서,,,90802,일반서점,3.12E+18,울산광역시,북구,화봉동,,889-4,3120012500,3120057000,3.12E+11,사청4길,21,129.3612762,35.58675562,마마686338,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000827,장소,문화시설,14181845,경남도서대경서적,,,90802,일반서점,2.67E+18,부산광역시,기장군,기장읍,동부리,164-1,2671025021,2671025000,2.67E+11,읍내로94번길,2,129.2144129,35.24469497,마라559957,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000100,장소,문화시설,115483,경남문고,,,90802,일반서점,4.81E+18,경상남도,창원시 성산구,용호동,,73-15,4812313500,4812351500,4.81E+11,용지로153번길,12,128.6802046,35.22940617,마라073933,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000288,장소,문화시설,6329506,경남서점,,,90802,일반서점,4.16E+18,경기도,화성시,향남읍,평리,112-3,4159025921,4159025900,4.16E+11,평3길,01월 20일,126.90827,37.13171506,다사474038,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004730,장소,문화시설,19499248,경남신문,,,90802,일반서점,2.64E+18,부산광역시,금정구,서동,,150-49,2641011000,2641051000,2.64E+11,서부로,64,129.1001851,35.21871763,마라456926,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
