ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCSTRPO23N000005105,장소,문화시설,19499761,낙비의책수다,,,90802,일반서점,4.15E+18,경기도,파주시,문산읍,선유리,904-12,4148025023,4148025000,4.15E+11,봉미로,30,126.7854534,37.86274862,다사371850,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000005110,장소,문화시설,19499793,난나책방,,,90802,일반서점,4.72E+18,경상북도,구미시,봉곡동,,191-14,4719010400,4719056500,4.72E+11,봉곡남로1길,20,128.3049092,36.15334381,라마724954,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000387,장소,문화시설,13731075,남강서적,,,90802,일반서점,5.12E+18,강원특별자치도,강릉시,교동,,1052-8,5115011000,5115055000,5.12E+11,화부산로,81,128.8869856,37.76371273,마사221746,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001512,장소,문화시설,14811806,남녕문고,,,90802,일반서점,2.91E+18,광주광역시,서구,풍암동,,1148-6,2914012800,2914083000,2.91E+11,풍암순환로188번길,37,126.8851299,35.12896884,다라439817,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000005163,장소,문화시설,19499870,남도서림,문경읍마성보급소,,90802,일반서점,4.73E+18,경상북도,문경시,마성면,남호리,229-1,4728036028,4728036000,4.73E+11,새재로,182,128.1214336,36.71418237,라바554575,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001061,장소,문화시설,14206770,남도서적,,,90802,일반서점,4.51E+18,전라북도,전주시 덕진구,덕진동1가,,1266-16,4511310500,4511357000,4.51E+11,기린대로,468-1,127.1266965,35.84214748,다마662606,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003047,장소,문화시설,17637170,남도시사타임즈,,,90802,일반서점,4.13E+18,경기도,고양시 덕양구,도내동,,1034-6,4128110500,4128153000,4.13E+11,도래울3로,34,126.8731262,37.63018676,다사446591,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001629,장소,문화시설,14928549,남도음악사,,,90802,일반서점,4.61E+18,전라남도,여수시,여서동,,452-5,4613011900,4613070000,4.61E+11,여서1로,29,127.7014834,34.75098304,라라184396,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000829,장소,문화시설,14181848,남문서적,,,90802,일반서점,2.63E+18,부산광역시,동래구,온천동,,1436-3,2626010800,2626056000,2.63E+11,중앙대로,1331,129.0776563,35.20599053,마라436912,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001868,장소,문화시설,15207407,남문서점,,,90802,일반서점,2.62E+18,부산광역시,동구,수정동,,551-18,2617010200,2617057000,2.62E+11,중앙대로371번길,Jan-71,129.0453309,35.13060428,마라407828,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002115,장소,문화시설,15538033,남부서점,,,90802,일반서점,2.92E+18,광주광역시,북구,두암동,,561-5,2917011400,2917066200,2.92E+11,동문대로,193,126.9294102,35.17978039,다라480873,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001337,장소,문화시설,14622122,남부지도,,,90802,일반서점,4.81E+18,경상남도,창원시 의창구,팔용동,,103-2,4812112900,4812152000,4.81E+11,팔용로,439,128.6131957,35.25585637,마라012961,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000005062,장소,문화시설,19499688,남사문고,,,90802,일반서점,4.15E+18,경기도,파주시,문발동,,510-1,4148011500,4148054000,4.15E+11,문발로,220,126.6877684,37.71380287,다사284685,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002200,장소,문화시설,15642779,남산고서점,,,90802,일반서점,2.92E+18,광주광역시,광산구,우산동,,1580-16,2920010900,2920058000,2.92E+11,무진대로231번길,30-25,126.8074856,35.1632775,다라369855,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003480,장소,문화시설,18484396,남신서적,,,90800,N,4.51E+18,전라북도,전주시 덕진구,금암동,,707-8,4511310700,4511358000,4.51E+11,명륜1길,13,127.129678,35.84091374,다마665605,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000644,장소,문화시설,14171443,남양서점,,,90802,일반서점,1.15E+18,서울특별시,양천구,신월동,,443-5,1147010300,1147059000,1.15E+11,오목로,41,126.8422101,37.52220038,다사418471,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001938,장소,문화시설,15285566,남영서적,,,90802,일반서점,5.18E+18,강원특별자치도,영월군,영월읍,영흥리,944-2,5175025021,5175025000,5.18E+11,하송안길,112,128.4686948,37.18297967,라사859097,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004565,장소,문화시설,19499064,남영서점,,,90802,일반서점,1.11E+18,서울특별시,중구,신당동,,355-8,1114016200,1114062500,1.11E+11,다산로11길,19,127.0092625,37.55476891,다사566507,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000271,장소,문화시설,5973058,남울산서적,,,90802,일반서점,4.13E+18,경기도,고양시 일산서구,일산동,,1088-2,4128710100,4128753000,4.13E+11,일산로,515,126.7701318,37.67637342,다사356643,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004189,장소,문화시설,19498309,남원서점,동부평지국,,90802,일반서점,2.82E+18,인천광역시,부평구,부평동,,341-172,2823710100,2823751000,2.82E+11,경원대로1347번길,9,126.7189456,37.49169967,다사309438,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004712,장소,문화시설,19499229,남전주평화지국,,,90802,일반서점,4.13E+18,경기도,고양시 덕양구,행신동,,726-4,4128112800,4128165000,4.13E+11,무원로,Dec-50,126.8330884,37.61714012,다사411577,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001986,장소,문화시설,15360566,남중문구서점,,,90802,일반서점,2.64E+18,부산광역시,금정구,장전동,,400-61,2641010800,2641061000,2.64E+11,부산대학로,63,129.0843878,35.23139269,마라441940,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000485,장소,문화시설,13920115,남창서점,,,90802,일반서점,4.48E+18,충청남도,태안군,태안읍,동문리,315-23,4482525021,4482525000,4.48E+11,중앙로,130,126.3024258,36.75117513,나바930621,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002298,장소,문화시설,15769857,남천서점,,,90802,일반서점,4.11E+18,경기도,수원시 영통구,매탄동,,127-70,4111710100,4111752000,4.11E+11,동수원로,506,127.0460871,37.27245189,다사597193,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002449,장소,문화시설,15966798,남평서점,,,90802,일반서점,2.81E+18,인천광역시,동구,송림동,,55-14,2814010700,2814059000,2.81E+11,송림로,85,126.644033,37.47596984,다사243422,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000183,장소,문화시설,5723223,남포문고,,,90802,일반서점,2.65E+18,부산광역시,연제구,연산동,,405-10,2647010200,2647073000,2.65E+11,과정로,191,129.1062378,35.18766229,마라462892,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004429,장소,문화시설,19498908,남해서점,,,90802,일반서점,1.17E+18,서울특별시,송파구,송파동,,163-20,1171010400,1171059000,1.17E+11,오금로32길,28,127.1193416,37.503983,다사663450,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002903,장소,문화시설,17380838,낭독서점시집,신사본점,,90802,일반서점,1.17E+18,서울특별시,강남구,신사동,,510-7,1168010700,1168051000,1.17E+11,강남대로156길,15,127.0204414,37.5183169,다사576466,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002144,장소,문화시설,15565788,낭만옵빠,,,90802,일반서점,4.13E+18,경기도,고양시 일산동구,중산동,,1579-3,4128510200,4128552500,4.13E+11,탄중로425번길,4,126.7790108,37.68714212,다사364655,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003500,장소,문화시설,18512774,낯선책방,,,90802,일반서점,2.67E+18,부산광역시,기장군,기장읍,시랑리,704-1,2671025033,2671025000,2.67E+11,기장해안로,268-32,129.2287231,35.19794073,마라573905,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004056,장소,문화시설,19498155,내성서점,,,90802,일반서점,2.67E+18,부산광역시,기장군,정관읍,두명리,254-21,2671025629,2671025600,2.67E+11,부명2길,8,129.1467622,35.36257953,마마496086,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001033,장소,문화시설,14204368,내아이교육,,,90802,일반서점,4.72E+18,경상북도,구미시,송정동,,11월 05일,4719011000,4719051000,4.72E+11,백산로,58,128.3397682,36.12160908,라마755919,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004485,장소,문화시설,19498968,내안에BOOK,,,90802,일반서점,1.12E+18,서울특별시,용산구,후암동,,358-62,1117010100,1117051000,1.12E+11,두텁바위로60길,36,126.9829182,37.54976296,다사543501,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001025,장소,문화시설,14202877,내외서점,,,90802,일반서점,4.42E+18,충청남도,보령시,대천동,,197-96,4418010100,4418052500,4.42E+11,중앙로,83,126.5951336,36.35068682,다바188174,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004511,장소,문화시설,19498996,내일뉴스,,,90802,일반서점,1.16E+18,서울특별시,관악구,신림동,,1536-9,1162010200,1162073500,1.16E+11,대학6길,25,126.9363166,37.46900686,다사501412,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000005146,장소,문화시설,19499831,너의바다,,,90802,일반서점,4.15E+18,경기도,용인시 수지구,죽전동,,1177-4,4146510200,4146554000,4.15E+11,현암로,121,127.1228706,37.33199123,다사665259,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004920,장소,문화시설,19499473,너의작업실,,,90802,일반서점,2.63E+18,부산광역시,북구,금곡동,,1874-3,2632010100,2632053000,2.63E+11,금곡대로,469,129.0112208,35.25000297,마라374960,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000304,장소,문화시설,6946687,네모문고,목동점,,90803,교보문고,1.15E+18,서울특별시,양천구,목동,,917-1,1147010200,1147051000,1.15E+11,목동서로,159-1,126.8750035,37.52823301,다사447478,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003453,장소,문화시설,18461551,네버랜드책방,,,90800,N,4.16E+18,경기도,화성시,영천동,,681-1,4159013100,4159059000,4.16E+11,동탄순환대로,708,127.1104177,37.20800647,다사654122,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001258,장소,문화시설,14497703,네오다다문고,아중점,,90802,일반서점,4.51E+18,전라북도,전주시 덕진구,인후동1가,,868-4,4511310300,4511356000,4.51E+11,무삼지로,59,127.1633349,35.83068764,다마695594,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003400,장소,문화시설,18291112,네오다다서점,,,90802,일반서점,4.15E+18,경기도,파주시,상지석동,,697-9,4148011100,4148058000,4.15E+11,상지석길,05월 01일,126.7759357,37.73308428,다사361706,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004708,장소,문화시설,19499225,네오서점,,,90802,일반서점,4.11E+18,경기도,수원시 영통구,이의동,,산94-6,4111710300,4111760000,4.11E+11,광교산로,154-42,127.0347669,37.30057462,다사587225,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001271,장소,문화시설,14517410,네오스쿨,,,90802,일반서점,5.01E+18,제주특별자치도,제주시,용담일동,,231-3,5011010800,5011057000,5.01E+11,서문로,02월 24일,126.5140933,33.50994194,다다084024,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002910,장소,문화시설,17386663,네픽,,,90802,일반서점,3.01E+18,대전광역시,중구,대흥동,,519-20,3014010500,3014057500,3.01E+11,테미로,48,127.421743,36.32198059,다바929138,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004473,장소,문화시설,19498955,노들섬노들서가,,,90802,일반서점,1.13E+18,서울특별시,강북구,미아동,,159-74,1130510100,1130553500,1.13E+11,도봉로78길,25,127.0250464,37.63384529,다사580594,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000005078,장소,문화시설,19499729,노란버스,,,90802,일반서점,4.71E+18,경상북도,포항시 남구,대잠동,,1000-4,4711111600,4711159000,4.71E+11,대이로,41,129.341677,36.01910989,마마659818,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003834,장소,문화시설,19497840,노란우산그림책카페,,,90802,일반서점,4.12E+18,경기도,의정부시,가능동,,711-23,4115011000,4115061500,4.12E+11,흥선로24번길,10,127.0305855,37.74584084,다사586719,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004223,장소,문화시설,19498344,노란책,,,90802,일반서점,3.11E+18,울산광역시,중구,우정동,,284-8,3111010800,3111059000,3.11E+11,당산3길,31,129.3105113,35.55511976,마마640302,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004560,장소,문화시설,19499057,노래하는크레용,,,90802,일반서점,1.12E+18,서울특별시,용산구,보광동,,216-13,1117013600,1117070000,,,,127.000184,37.52606496,다사558475,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003162,장소,문화시설,17815427,노르웨이숲,,,90802,일반서점,3.02E+18,대전광역시,유성구,송강동,,195-15,3020014700,3020058000,3.02E+11,구즉로,Jan-50,127.3849341,36.43360418,다바896262,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004767,장소,문화시설,19499291,노리커뮤니케이션,봉동통합지국,,90802,일반서점,4.57E+18,전라북도,완주군,봉동읍,둔산리,873-1,4571025324,4571025300,4.57E+11,둔산1로,142,127.1236156,35.96398247,다마660742,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004074,장소,문화시설,19498179,노마드북,,,90802,일반서점,2.72E+18,대구광역시,북구,대현동,,255-8,2723011000,2723064500,2.72E+11,대현로9길,May-59,128.6028469,35.88780441,라마995662,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001869,장소,문화시설,15208069,노벨도서할인매장,파주지사,,90802,일반서점,4.15E+18,경기도,파주시,문발동,,561-3,4148011500,4148059000,4.15E+11,숲속노을로,271,126.7110751,37.72466259,다사304697,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002807,장소,문화시설,17160930,노블앤오블북스,,,90802,일반서점,4.14E+18,경기도,군포시,당정동,,990-5,4141010200,4141051000,4.14E+11,이당로,103,126.9572652,37.34441551,다사519274,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003705,장소,문화시설,19497688,노성서점,,,90802,일반서점,1.15E+18,서울특별시,구로구,개봉동,,312-72,1153010700,1153076000,1.15E+11,개봉로1다길,06월 16일,126.8519521,37.48257117,다사427427,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001721,장소,문화시설,15041483,노아의방주기독교서점,,,90802,일반서점,2.61E+18,부산광역시,서구,동대신동1가,,370-4,2614010100,2614051000,2.61E+11,구덕로268번길,20,129.0203918,35.10872149,마라385803,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000012,장소,문화시설,114287,노원문고,제5매장,,90802,일반서점,1.14E+18,서울특별시,노원구,상계동,,693-4,1135010500,1135072000,1.14E+11,상계로,59,127.0615513,37.65609154,다사613619,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003361,장소,문화시설,18165978,녹산문고,,,90802,일반서점,4.83E+18,경상남도,거제시,고현동,,1015-7,4831010900,4831058000,4.83E+11,중곡로1길,4,128.630076,34.89327423,마라032559,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004946,장소,문화시설,19499504,녹수서점,,,90802,일반서점,4.72E+18,경상북도,안동시,남부동,,169-1,4717011500,4717051000,4.72E+11,대안로,172,128.7315282,36.56396499,마바102413,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000416,장소,문화시설,13787877,녹양서점,,,90802,일반서점,2.92E+18,광주광역시,광산구,신가동,,762-5,2920011900,2920063500,2.92E+11,목련로,303,126.8284802,35.17656391,다라388870,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004860,장소,문화시설,19499398,녹양책서점,,,90802,일반서점,4.51E+18,전라북도,전주시 덕진구,금암동,,632-137,4511310700,4511359000,4.51E+11,조경단로,114,127.1385796,35.84431513,다마673609,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000014,장소,문화시설,114327,논산서점,,,90802,일반서점,4.42E+18,충청남도,논산시,취암동,,580-1,4423010500,4423051000,4.42E+11,시민로,415,127.0864615,36.20144522,다바628005,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000759,장소,문화시설,14181702,논현문고,,,90802,일반서점,4.51E+18,전라북도,군산시,조촌동,,565-17,4513013400,4513065000,4.51E+11,경기장로,147,126.7456787,35.97523054,다마319756,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001202,장소,문화시설,14452235,놀이속의세상,,,90802,일반서점,4.72E+18,경상북도,영주시,조암동,,1187-48,4721011100,4721061000,4.72E+11,구성로142번길,14,128.6297568,36.80576851,마바007681,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004759,장소,문화시설,19499282,누군가의책방,,,90802,일반서점,4.81E+18,경상남도,창원시 마산회원구,석전동,,249-6,4812710400,4812754500,4.81E+11,석전동5길,16,128.5749536,35.23119793,라라978933,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003707,장소,문화시설,19497690,누리창의교육,,,90802,일반서점,1.15E+18,서울특별시,양천구,목동,,772-7,1147010200,1147054000,1.15E+11,목동중앙로,57,126.8694334,37.5346986,다사442485,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000810,장소,문화시설,14181805,뉴서적문구,,,90802,일반서점,2.73E+18,대구광역시,달서구,상인동,,1579-3,2729011500,2729062600,2.73E+11,상인로,01월 19일,128.5505278,35.80979503,라마949575,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002938,장소,문화시설,17428973,뉴서점문구백화점,상동점,,90800,N,4.12E+18,경기도,부천시,상동,,538-4,4119010900,4119074400,4.12E+11,길주로,137,126.7576811,37.50609697,다사343454,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002694,장소,문화시설,16818131,뉴알파서적,,,90802,일반서점,1.16E+18,서울특별시,관악구,신림동,,1641-40,1162010200,1162064500,1.16E+11,신림로,300,126.9303294,37.48114776,다사496425,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000460,장소,문화시설,13827199,느낌표문고,,,90802,일반서점,2.91E+18,광주광역시,서구,화정동,,835-20,2914011900,2914078000,2.91E+11,월드컵4강로,54,126.8752881,35.14194662,다라430831,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000967,장소,문화시설,14199167,느낌표서적,,,90802,일반서점,1.12E+18,서울특별시,성동구,행당동,,319-23,1120010700,1120057000,1.12E+11,고산자로,201,127.0337766,37.55804506,다사588510,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000561,장소,문화시설,14119678,느낌표서점,,,90802,일반서점,5.01E+18,제주특별자치도,제주시,외도일동,,484-9,5011012300,5011067000,5.01E+11,절물3길,34,126.4332399,33.48957611,다다008002,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004492,장소,문화시설,19498975,느리게,,,90802,일반서점,1.12E+18,서울특별시,광진구,광장동,,272-18,1121510400,1121581000,1.12E+11,광장로5길,6,127.1053091,37.54788261,다사651499,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003648,장소,문화시설,19497623,느티나무서점,,,90802,일반서점,1.12E+18,서울특별시,동대문구,장안동,,308-3,1123010600,1123066000,1.12E+11,답십리로,289,127.072494,37.57253893,다사622526,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004493,장소,문화시설,19498976,느티나무헌책방,,,90802,일반서점,1.13E+18,서울특별시,도봉구,쌍문동,,138-154,1132010500,1132068000,1.13E+11,도봉로117길,62,127.0315335,37.64979218,다사586612,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000534,장소,문화시설,14084249,늘벗서점,,,90802,일반서점,4.81E+18,경상남도,창원시 의창구,도계동,,342-3,4812110500,4812153000,4.81E+11,도계로,54,128.6372228,35.25956023,마라034966,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001912,장소,문화시설,15256354,늘푸른글방,,,90802,일반서점,4.51E+18,전라북도,익산시,함열읍,와리,524-12,4514025021,4514025000,4.51E+11,와리3길,Jan-39,126.9613899,36.08155764,다마515873,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003656,장소,문화시설,19497632,능률도서,,,90802,일반서점,1.13E+18,서울특별시,도봉구,방학동,,670-2,1132010600,1132071000,1.13E+11,방학로,169,127.033468,37.66215408,다사588626,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000627,장소,문화시설,14170682,능산서점,,,90802,일반서점,1.13E+18,서울특별시,성북구,정릉동,,285-11,1129013300,1129065000,1.13E+11,보국문로,72,127.0091345,37.6108545,다사566569,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001372,장소,문화시설,14662178,능인서점,,,90802,일반서점,2.91E+18,광주광역시,동구,계림동,,241-16,2911010900,2911057000,2.91E+11,중앙로,298,126.9207504,35.15835512,다라472849,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004319,장소,문화시설,19498780,다농서점,,,90802,일반서점,1.16E+18,서울특별시,관악구,신림동,,131-21,1162010200,1162066500,1.16E+11,신림로,90,126.9394155,37.47098423,다사504414,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004938,장소,문화시설,19499495,다니북스,,,90802,일반서점,4.14E+18,경기도,남양주시,와부읍,율석리,235-2,4136025025,4136025000,4.14E+11,석실로408번길,201-5,127.2258864,37.61401176,다사758572,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001401,장소,문화시설,14687999,다대서점,,,90802,일반서점,5.11E+18,강원특별자치도,원주시,개운동,,411-13,5113010500,5113053000,5.11E+11,개운2길,52,127.9583584,37.33789794,라사406266,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004047,장소,문화시설,19498144,다대현대서점,,,90802,일반서점,2.65E+18,부산광역시,연제구,연산동,,384-22,2647010200,2647072000,2.65E+11,안연로7번길,2,129.1006327,35.18837169,마라457892,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001941,장소,문화시설,15292625,다락방서점,,,90802,일반서점,1.14E+18,서울특별시,마포구,서교동,,373-2,1144012000,1144066000,1.14E+11,잔다리로,49,126.9183964,37.55225758,다사486504,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001229,장소,문화시설,14471415,다모아북,,,90802,일반서점,4.81E+18,경상남도,창원시 의창구,봉곡동,,175-5,4812112700,4812154000,4.81E+11,창이대로333번길,36,128.6762586,35.24761579,마라070953,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000001006,장소,문화시설,14201444,다모아서점,,,90802,일반서점,4.11E+18,경기도,수원시 권선구,탑동,,757-2,4111313300,4111356000,4.11E+11,탑동로,66,126.9738859,37.27477788,다사533196,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000824,장소,문화시설,14181838,다사랑문고,,,90802,일반서점,4.83E+18,경상남도,김해시,삼계동,,1488-11,4825010700,4825055000,4.83E+11,삼계중앙로,41,128.869713,35.26077049,마라245970,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000895,장소,문화시설,14195452,다산교육,,,90802,일반서점,4.15E+18,경기도,파주시,문발동,,524-3,4148011500,4148054000,4.15E+11,회동길,145,126.6868227,37.70846176,다사283679,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004728,장소,문화시설,19499246,다산문고,,,90802,일반서점,2.65E+18,부산광역시,수영구,광안동,,670-3,2650010400,2650076000,2.65E+11,광서로,4,129.1140485,35.16410068,마라469866,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000044,장소,문화시설,114659,다산서적,,,90802,일반서점,1.16E+18,서울특별시,관악구,신림동,,1537-7,1162010200,1162073500,1.16E+11,대학6길,19,126.9364937,37.46899157,다사501412,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000000793,장소,문화시설,14181772,다솜서적,,,90802,일반서점,2.73E+18,대구광역시,수성구,범어동,,558-23,2726010100,2726053000,2.73E+11,범어천로,148,128.6228082,35.85993484,마마013631,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002272,장소,문화시설,15731636,다솜어린이책방,,,90802,일반서점,1.11E+18,서울특별시,종로구,종로6가,,246-1,1111016400,1111063000,1.11E+11,종로39길,6,127.0064253,37.57147132,다사564525,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004802,장소,문화시설,19499332,다시그리고봄,,,90802,일반서점,4.81E+18,경상남도,창원시 성산구,가음정동,,391-10,4812310300,4812355000,4.81E+11,성산패총로178번길,29,128.6861594,35.2080343,마라079909,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000004636,장소,문화시설,19499144,다온앤북,,,90802,일반서점,1.15E+18,서울특별시,금천구,가산동,,60-73,1154510100,1154551000,1.15E+11,벚꽃로,244,126.8858361,37.47679141,다사456421,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000003178,장소,문화시설,17843567,다온책방,,,90802,일반서점,4.72E+18,경상북도,김천시,신음동,,1009-5,4715010800,4715057500,4.72E+11,부거리길,25,128.1162175,36.13377591,라마554931,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
KCSTRPO23N000002424,장소,문화시설,15930366,다올북스,,,90802,일반서점,4.12E+18,경기도,안양시 만안구,안양동,,481-3,4117110100,4117156000,4.12E+11,수리산로,29,126.9294122,37.38829689,다사494322,20240105,KT,KC_500_LLR_BOOK_STR_2023,20231220
